osmid,unique_id,element_type,amenity,compressed_air,name,opening_hours,geometry_polygon,check_date,denomination,religion,access,capacity,fee,parking,toilets:disposal,wheelchair,barrier,bus,note,public_transport,cuisine,internet_access,addr:city,addr:housenumber,addr:street,phone,smoking,stars,wikidata,description,addr:district,addr:full,addr:province,addr:subdistrict,ele,isced:level,ref,source,brand,brand:wikidata,brand:wikipedia,drive_through,name:ja,operator,outdoor_seating,takeaway,contact:facebook,name:es,name:fr,addr:postcode,email,name:en,alt_name,level,website,indoor_seating,internet_access:fee,fax,url,studio,internet_access:ssid,fuel:octane_80,fuel:octane_91,atm,cash_in,addr:country,contact:phone,contact:website,social_facility,addr:housename,addr:block,addr:neighbourhood,addr:plot,fuel:diesel,currency:PEN,currency:USD,shop,automated,self_service,fuel:lpg,fuel:octane_84,fuel:octane_90,fuel:octane_94,name:ko,highway,cuisine:en,cuisine:es,diet:vegan,diet:vegetarian,name:de,contact:email,building:levels,delivery,backrest,short_name,bar,charge,addr:state,opening_hours:covid19,name:he,name:zh,air_conditioning,payment:cash,payment:credit_cards,man_made,name:nl,organic,old_name,ref:category,ref:microred,ref:red,contact:twitter,start_date,diet:gluten_free,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:organic,diet:rice,diet:seafood,payment:american_express,payment:apple_pay,payment:coins,payment:contactless,payment:debit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,payment:visa_debit,toilets,tourism,description:en,material,seats,building,fixme,changing_table,supervised,toilets:access,toilets:paper_supplied,unisex,healthcare,female,male,toilets:position,check_date:opening_hours,post_box:type,cafe,int_name,internet_access:type,phone:PE,operator:type,bicycle_parking,school,dispensing,colour,operator:wikidata,addr:suburb,recycling:plastic_bottles,brewery,microbrewery,location,recycling_type,real_fire,street_vendor,highchair,parking:fee,social_facility:for,opening_hours:signed,object:city,object:street,covered,nodes,wikipedia,ele:source,height,emergency,nohousenumber,maxstay,government,office,shelter_type,place,roof:colour,healthcare:speciality,official_name,official_name:en,official_name:es,historic,roof:shape,smoothness,surface,layer,contact:pinterest,contact:youtube,full_name,orientation,ways,type,isPoint,geometry,gtransporte_osmid,gtransporte_dist
6143813019,node/6143813019,node,restaurant,,,,POINT (-71.9799077 -13.5185531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9799077 -13.5185531),30975119,0.0009648280105848066
6143813398,node/6143813398,node,restaurant,,,,POINT (-71.97975340000001 -13.5186269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97975340000001 -13.5186269),30983436,0.000998040259711826
6146277002,node/6146277002,node,restaurant,,Amaranto Restaurante,Mo-Su 09:00-22:00,POINT (-71.9465465 -13.524932),,,,,,,,,,,,,,peruvian,wlan,,c8,Alfredo Yepez Miranda,+51 984538303,,,,,,,,,,,,,,,,,,,no,,https://www.facebook.com/AmarantoRestaurant/,,,084,,Amaranto Restaurant,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9465465 -13.524932),4434663571,0.001671362270728814
6148202387,node/6148202387,node,restaurant,,Takysan,,POINT (-71.98465969999999 -13.5149204),,,,,,,,,,,,,,sushi,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98465969999999 -13.5149204),6086693679,0.0008956679965280423
6167221188,node/6167221188,node,cafe,,Café Tallado,,POINT (-71.97185949999999 -13.5155872),,,,,,,,,,,,,,breakfast;coffee_shop,,,F-16,Lucrepata,+51 987052206,,,,,,,,,,,,,,,,,,,,,,,,,cafetallado@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97185949999999 -13.5155872),30984045,0.0030548068171397202
6169828885,node/6169828885,node,cafe,,Vlue Café & Lounge,,POINT (-71.97368880000001 -13.5193165),,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97368880000001 -13.5193165),30964284,0.0001270642750746452
6211172404,node/6211172404,node,place_of_worship,,IASD Arco Tica Tica,,POINT (-72.0042038 -13.5077505),,seventh_day_adventist,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.0042038 -13.5077505),8051305499,0.0003767463470304052
6211172405,node/6211172405,node,place_of_worship,,Aeminpu Iglesia SILOE Cusco Peru,,POINT (-72.00378480000001 -13.5082598),,evangelical,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.00378480000001 -13.5082598),8051305499,0.0009845247889192247
6211172407,node/6211172407,node,restaurant,,Quinta Mollendina,,POINT (-72.0048354 -13.5081939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.0048354 -13.5081939),3248594735,4.2926099292104705e-05
6228056125,node/6228056125,node,bench,,,,POINT (-71.9960696 -13.5070851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9960696 -13.5070851),6228056131,0.00011404547338252622
6228056126,node/6228056126,node,bench,,,,POINT (-71.9960725 -13.5071167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9960725 -13.5071167),6228056131,0.0001226834952200129
6228056127,node/6228056127,node,bench,,,,POINT (-71.9960751 -13.5071493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9960751 -13.5071493),6228056131,0.00013911793557674478
6228056128,node/6228056128,node,bench,,,,POINT (-71.9960777 -13.5071846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9960777 -13.5071846),6228056131,0.00016269311601570984
6228077382,node/6228077382,node,bench,,,,POINT (-71.9956162 -13.504558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9956162 -13.504558),30971086,0.0003208136686618775
6228077383,node/6228077383,node,bench,,,,POINT (-71.9955965 -13.5045761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9955965 -13.5045761),30971086,0.0003162394187991081
6228077384,node/6228077384,node,bench,,,,POINT (-71.9955741 -13.5046018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9955741 -13.5046018),3738267273,0.0003085612580990345
6228698785,node/6228698785,node,bus_station,,transportes turisticos Pto Malaga,24/7,POINT (-71.98679300000001 -13.5260623),,,,,,,,,limited,,,,,,wlan,,195,Avenida Antonio Lorena,+51 973833340,,,,,,,,,,,,,,,,,,,,,,T.Turisticos Pto Malaga Cusco-Quillabamba- Hidroelectrica,,00800,,T. Transfer Pto Malga Cusco-Sta Maria -Hidroelectrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98679300000001 -13.5260623),4328706310,0.00015446760178925353
6245884273,node/6245884273,node,restaurant,,Chifa San San,,POINT (-71.9727117 -13.5224116),,,,,,,,,,,,,,chinese;asian,,,212,Avenida Garcilaso,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9727117 -13.5224116),3400536332,0.00018047764403692732
6261025286,node/6261025286,node,cafe,,,,POINT (-71.9753103 -13.516462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picarones ruinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9753103 -13.516462),5310407103,0.00014179848377407318
6275372885,node/6275372885,node,restaurant,,Dona Dony,,POINT (-71.98128130000001 -13.5192983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98128130000001 -13.5192983),30971127,0.00010594078535136472
6275387185,node/6275387185,node,restaurant,,Korean BBQ restaurant,,POINT (-71.94877649999999 -13.5221982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,꼬레아 가든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.94877649999999 -13.5221982),31003294,0.00011745450181953306
6286422986,node/6286422986,node,clinic,,Medical Cusco Central,,POINT (-71.9697012 -13.5231837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9697012 -13.5231837),30964341,0.00036974120679316217
6293751185,node/6293751185,node,pharmacy,,Drugstore,,POINT (-71.9834702 -13.5161503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9834702 -13.5161503),10553281328,0.0004464163527487639
6294807085,node/6294807085,node,restaurant,,Cholos Grill,,POINT (-71.9799041 -13.5163397),,,,,,,,,,,,,,peruvian;italian;grill;deli;coffee_shop;local,wlan,,323,Plateros,+51 84 232329,,,,,,,,,,,,,,,,,,,,,,,,,cholosgrillcusco@hotmail.com,,,,http://www.cholosgrill.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9799041 -13.5163397),1831718180,0.0008604544671309054
6340815482,node/6340815482,node,fast_food,,Doner Kebap Falafel,Mo-Su 19:00-05:00,POINT (-71.97996999999999 -13.5150391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97996999999999 -13.5150391),30972890,0.0009406130181995809
6347866442,node/6347866442,node,restaurant,,Restaurant Urpicha,Mo-Sa 08:00-20:30,POINT (-71.9700809 -13.5296053),,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9700809 -13.5296053),30985360,0.00019675466957485156
6347936161,node/6347936161,node,waste_basket,,,,POINT (-71.972159 -13.5247852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.972159 -13.5247852),3251924285,0.00039559921638062176
6347936162,node/6347936162,node,bench,,,,POINT (-71.97206199999999 -13.5245217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97206199999999 -13.5245217),3385451858,0.00029594041629788545
6347936163,node/6347936163,node,bench,,,,POINT (-71.9719034 -13.5249428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9719034 -13.5249428),3738278185,0.0005182393751869453
6347936165,node/6347936165,node,toilets,,,,POINT (-71.97192010000001 -13.5250449),,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97192010000001 -13.5250449),3738278185,0.0004385405910428929
6347936166,node/6347936166,node,toilets,,,,POINT (-71.9721739 -13.5244246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9721739 -13.5244246),3385451858,0.00032726907889822393
6347936167,node/6347936167,node,bench,,,,POINT (-71.97214769999999 -13.5247651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97214769999999 -13.5247651),3251924285,0.00040934054283706085
6347936168,node/6347936168,node,bench,,,,POINT (-71.971988 -13.5247531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.971988 -13.5247531),3385451858,0.00047403768837424857
6348582139,node/6348582139,node,parking,,,,POINT (-71.9660344 -13.5347118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9660344 -13.5347118),4184880403,0.0005207848884156152
6375118586,node/6375118586,node,community_centre,,Casa Hogar de Menores San Judas Chico,,POINT (-71.95528109999999 -13.5360946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.95528109999999 -13.5360946),30962259,0.000196095818425685
6375123085,node/6375123085,node,clinic,,Ministerio De Salud Occopata,,POINT (-71.97665600000001 -13.5956681),,,,,,,,,,,,,,,,,,,+51 84 237953,,,,,,,,,,,,,,,,,,Gobierno Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97665600000001 -13.5956681),30965572,0.04224871580118911
6379736201,node/6379736201,node,restaurant,,Deva Restaurant Tipico,,POINT (-71.9756888 -13.5179),,,,,,,,,,,,,,regional,,Cusco,280,San Agustin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.devarestaurant.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deva Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9756888 -13.5179),803745362,0.0004012657224369216
6379852586,node/6379852586,node,cafe,,Qura,Mo-Su 09:00-21:30,POINT (-71.9737885 -13.5160575),,,,,,,,,,,,,,,wlan,,228,Carmen Bajo,,,,,,,,,,,,,,,,,,,,,,,,,08000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9737885 -13.5160575),30984045,0.0011179590690211557
6382197485,node/6382197485,node,restaurant,,Pacha Break,,POINT (-71.9843252 -13.515121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9843252 -13.515121),30983831,0.0008714633669861426
6387079985,node/6387079985,node,fast_food,,,,POINT (-71.97694 -13.5216632),,,,,,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97694 -13.5216632),30971315,0.00021091348937233388
6402572086,node/6402572086,node,restaurant,,Los Balcones,,POINT (-71.9795938 -13.5166591),,,,,,,,,,,,,,sandwich;breakfast;peruvian;chicken;tea;coffee_shop,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9795938 -13.5166591),30983668,0.0010262043120183204
6402960285,node/6402960285,node,atm,,,,POINT (-71.90955750000001 -13.5375868),2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banco nación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.90955750000001 -13.5375868),4048922410,0.0011012014711259178
6405980086,node/6405980086,node,restaurant,,La Retama,,POINT (-71.97913749999999 -13.5159795),,,,,,,,,,,,,,,,,320,Procuradores,,,,,,,,,,,,,,,,,,,,no,,,,,08000,reservas@laretamarestaurant.com,,,,http://www.laretamarestaurant.com,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97913749999999 -13.5159795),1831718180,0.0017038235149297264
6419896114,node/6419896114,node,atm,,Globalnet,,POINT (-71.97227820000001 -13.5245291),2023-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97227820000001 -13.5245291),3738278178,0.00037980021063354437
